image_id,caption
273132,An elderly woman sitting on the bench resting.  
273132,An old woman leans on her back while sitting on an ornate bench.
273132,A woman is sitting on a bench near a fence. 
273132,Older woman in dress sitting on a park bench.
273132,An old woman sitting on a bench next to a fence.
76547,the man is working on his laptop while he waits for the train.
76547,A man in a button up shirt sitting by himself. 
76547,a male in a white shirt a bicycle and an orange and white train
76547,A man operates a laptop at a table in a train station.
76547,there is a man sitting at a table using a lap top
477955,a para sailor launching his sail at the beach.
477955,A female kite surfer hoping a kite and a surfboard.
477955,"A man is standing on the beach with a surfboard, flying a kite."
477955,A woman flying a kite over a sandy beach.
51976,A man on a surfboard riding a wave in the ocean.
51976,A man riding a wave on top of a surfboard.
264968,A man with blue jersey holding a baseball bat.
264968,a baseball player standing in the grass with a bat in his hand 
199442,A man riding a wave on top of a surfboard.
199442,A man wearing a black wetsuit surfing in the ocean. 
199442,The young man is surfing in the water
199442,A man surfs at the top of the wave.
117525,A man in front of a Christmas tree with his dog.
117525,A man in a red Santa hat and a dog pose in front of a Christmas tree.
117525,A man wearing a Santa hat holding a dog posing for a picture.
117525,A bearded man in a Santa hat holding a small dog.
117525,A man holding his dog stands in front of the tree. 
404249, A young boy balancing himself on his skateboard.
404249,A young boy riding a skate board downhill.
404249,A small boy rides a skateboard down the walkway.
68387,A professional baseball holding his bat at home base.
43816,A batter getting ready to hit his pitch.
43816,a man swings a baseball bat at a ball
273198,A man opening a fire hydrant spewing out rusty water into a street.
273198,A man opens a fire hydrant and brown colored water is flowing out.
273198,A man opening a fire hydrant on a city side walk.
191288,A woman riding on the back of a brown horse over an obstacle.
191288,A woman on a horse jumping a bar on a course.
191288,"A female equestrian on a brown horse, jumping over a double hurdle."
289594,A man in a hat leaning against a pole
289594,An old man walking down a sidewalk in black and white.
289594,A black and white photos of a man leaning on a street sign in a neighborhood. 
289594,A man is standing on a sidewalk leaning on a pole.
289594,An old man that is leaning against a pole right by the corner.
281409,A man swinging a baseball bat as another looks on.
281409,A baseball player swings his bat while the umpire and referee wait behind him.
469828,A man riding skis down a snow covered slope.
371529,A woman with her hand on the seat of an automatic toilet in a display.
371529,A woman standing next to and touching a toilet.
371529,A woman standing beside a toilet with the lid up.
371529,A woman standing in front of a white toilet.
273232,A man walking up the beach after finishing parasailing.
273232,A man and his dog are coming out of the water
273232,a man that is in some water with a kite
133969,A group of men on a field playing baseball.
158548,A sheep is on a field of grass with two men walking around it.
559956,Two women are squatting down and petting brown and white long haired goats. 
559956,Two women have stopped to pet the sheep.
559956,Two women are watching some goats get tie down.
559956,Two women petting a few goats at a petting zoo
183127,a man is riding a surfboard at the beach
183127,A man on a surfboard surfing a large wave.
346968,"Smiling, bespectacled female officer on a phone call"
346968,A woman in a blue uniform holding a cell phone up to her ear.
346968,A woman in uniform is talking on a cell phone.
346968,A smiling woman in uniform on a cell phone.
371552,a boy with a green shirt and a black pair of shorts playing soccer
371552,A boy standing by a soccer ball on a field.
371552,Parents watching young boys playing soccer on a green field
371552,a boy is standing next to a red ball outside
371552,a young boy on a soccer field standing in front of a ball.
256868,A skateboarder with his board on the edge of a concrete divider while another boy chases the skateboarder with a camera. 
256868,a man films a skate boarder doing a trick 
256868,A man riding a skateboard down a cement ramp.
256868,A man filming a person skateboarding on a wall.
527215,A man flying a kite on a beach with people standing around.
527215,A man flying a kite while standing on a beach.
527215,A man waves to people in the distance on a beach.
527215,A blue tinted photograph of a man flying a kite on the beach.
551794,A man riding a motorcycle on the side of a road.
551794,A man sitting on his motorcycle on dirt just of a paved road.
551794,A man on a motorcycle resting on the side of a country road
551794,A man parked his motorcycle on the side of the road.
551804,A woman holding a tennis racquet on a  tennis court.
551804,a young female with tennis racket ready to strike the tennis ball
551804,The woman is playing tennis on the court. 
551804,A woman in a short skirt playing tennis.
199551,A picture of a young boy laying on top of a bed.
199551,A young boy sleeping on the side of his bed.
199551,A young boy sleeping on floral printed sheets
199551,A boy asleep on a large bed under a mosquito net
551820,Men and women playing tennis vehemently on tennis court
551820,The man is intently involved in the badminton match.
11149,A man standing next to a bikes and a motorcycle.
11149,A man sitting on a motorcycle near several bicycles with a partially visible person standing nearby.
