image_id,caption,new_caption
519208,A man standing next to an elephant smiling,a woman standing next to an elephant smiling
396338,Three men are walking near passing trucks and cars.,three women are walking near passing trucks and cars.
576566,A somewhat blurry image of a young man in the air on his skateboard. ,a somewhat blurry image of a young woman in the air on her skateboard. 
576566,A man in red shirt doing a trick on skateboard.,a woman in red shirt doing a trick on skateboard.
576566,A man flying through the air on top of a skateboard.,a woman flying through the air on top of a skateboard.
257084,A guy on a skateboard about to go down a ramp.,a woman on a skateboard about to go down a ramp.
257084,A man who is on a skateboard on a ramp.,a woman who is on a skateboard on a ramp.
330818,A young man is working behind a counter. ,a young woman is working behind a counter. 
330818,A young man stands in a kitchen watching a griddle. ,a young woman stands in a kitchen watching a griddle. 
330818,A young man working at a range in a commercial kitchen.,a young woman working at a range in a commercial kitchen.
330818,A man prepare food in the small kitchen.,a woman prepare food in the small kitchen.
330818,"A young man is standing behind a counter, carefully looking over an array of food preparation equipment and related items. ","a young woman is standing behind a counter, carefully looking over an array of food preparation equipment and related items. "
453708,A man carrying a crate full of bananas on his shoulder.,a woman carrying a crate full of bananas on her shoulder.
93261,A man in blue shorts putting together a blue and purple kite on a blue towel at the beach. ,a woman in blue shorts putting together a blue and purple kite on a blue towel at the beach. 
93261,A man prepares to fly his kite on a sandy beach.,a woman prepares to fly her kite on a sandy beach.
93261,A man fixing a kite on the beach.,a woman fixing a kite on the beach.
93261,A young man on the beach assembling a kite.,a young woman on the beach assembling a kite.
93261,A man kneels on the beach preparing a kite.,a woman kneels on the beach preparing a kite.
224337,A man holds pizza crust in his mouth.,a woman holds pizza crust in woman mouth.
224337,A close-up of a man as he holds a piece of bread in his mouth. ,a close-up of a woman as he holds a piece of bread in her mouth. 
224337,A man with a piece of food in his mouth.,a woman with a piece of food in her mouth.
224337,A man with a piece of flat bread sticking out of his mouth.,a woman with a piece of flat bread sticking out of her mouth.
224337,A man with a pizza hanging out of his mouth,a woman with a pizza hanging out of her mouth
437331,man on surf board riding a wave of green and white,woman on surf board riding a wave of green and white
3156,A young man bending next to a toilet.,a young woman bending next to a toilet.
3156,A man is kneeling and holding on to a toilet.,a woman is kneeling and holding on to a toilet.
3156,A man attempting to lift up a toilet off the floor.,a woman attempting to lift up a toilet off the floor.
3156,A man fixing a toilet in a black and white photo.,a woman fixing a toilet in a black and white photo.
3156,A man wears gloves as he installs a toilet.,a woman wears gloves as he installs a toilet.
273493,Two men playing a game of tennis on a court.,two women playing a game of tennis on a court.
273493,Two young men playing a game of tennis.,two young woman playing a game of tennis.
183391,A man holding a tennis racquet on top of a tennis court.,a woman holding a tennis racquet on top of a tennis court.
511076,a man sitting with headphones on near several birds. ,a woman sitting with headphones on near several birds. 
511076,A flock of birds surround a man sitting on a bench.,a flock of birds surround a woman sitting on a bench.
511076,The man is sitting by the water feeding the birds.,the woman is sitting by the water feeding the birds.
511076,there is a man sitting around many birds,there is a woman sitting around womany birds
232563,A man standing in the street with a umbrella.,a woman standing in the street with a umbrella.
232563,A man in a black jacket holding a zebra print umbrella.,a woman in a black jacket holding a zebra print umbrella.
232563,A man on sidewalk holding a zebra strip umbrella.,a woman on sidewalk holding a zebra strip umbrella.
232563,The man is walking with an umbrella near other pedestrians.,the woman is walking with an umbrella near other pedestrians.
232563,A man holding a black and white umbrella.,a woman holding a black and white umbrella.
347254,Bearded man in a suit about to enjoy an adult beverage,bearded woman in a suit about to enjoy an adult beverage
347254,A man in suit and tie is holding a drink.,a woman in suit and tie is holding a drink.
347254,A thick man in a white suit and tie wearing a name badge,a thick woman in a white suit and tie wearing a name badge
347254,A chubby bearded man holding an orange beverage.,a chubby bearded woman holding an orange beverage.
347254,A man in a reception hall holds a drink,a woman in a reception hall holds a drink
568439,A man walking down a street past a double decker bus.,a woman walking down a street past a double decker bus.
150649,Different views of a man who is skateboarding.,different views of a woman who is skateboarding.
150649,Many young men ride their skateboards on a ramp. ,many young women ride their skateboards on a ramp. 
150649,A man riding a skateboard up the side of a ramp.,a woman riding a skateboard up the side of a ramp.
388215,"A man reaches into the air with a tennis racket, in an attempt to hit a flying tennis ball.","a woman reaches into the air with a tennis racket, in an attempt to hit a flying tennis ball."
388215,A man with a tennis racket on a court.,a woman with a tennis racket on a court.
388215,a man reahced up his arms as he gets ready to get a hit a tennis ball,a woman reahced up her arms as he gets ready to get a hit a tennis ball
