image_id,id,caption,female_indicator,male_indicator
280918,223747,two people standing next to an open oven with a turkey on a tray in it.,0,0
280918,237304,Two woman poses while taking a turkey out of the oven.,1,0
264535,12649,A man sitting alone on a park bench in a park.,0,1
264535,14965,An old man reads a book on a bench. ,0,1
264535,16588,An old man sitting on a bench in a public park.,0,1
264535,17800,An old man reading a book on a park bench.,0,1
264535,20941,man sitting on a bench in the park,0,1
567640,640471,A group of men running across a soccer field.,0,1
567640,645883,The boys are playing soccer and they are running the ball ,0,1
567640,647767,A group of young boys playing soccer on s field. ,0,1
567640,649468,two soccer teams going after the soccer ball,0,0
567640,651961,Group of soccer players on field kicking ball.,0,0
371042,743264,Three people playing tennis on a grass court. ,0,0
371042,827081,The man playing tennis is reaching up to hit the ball.,0,1
371042,827279,This is a tennis court with multiple games happening at once.,0,0
371042,827507,"Three people, two wearing blue shirts, are on the tennis court.",0,0
371042,828712,A few tennis players play on an outdoor court.,0,0
280930,689925,there is a young girl putting food in to a oven,1,0
280930,692829,A girl holding a tray of food by an oven ready to put it in.,1,0
280930,693474,A little girl smiling as she is about to put something in the oven. ,1,0
280930,694623,Little girl holding up a sheet of uncooked rolls by oven. ,1,0
280930,696009,Little girl laughing and holding a pan of food ,1,0
141671,193101,Horses are racing next to motorcycles on a dirt track.,0,0
141671,194280,A group of people riding motorcycles and horses on a race track.,0,0
141671,195264,A group of horses are crossing a finish line,0,0
141671,205404,Horses and bikes are traveling down a track.,0,0
141671,216420,Horses and bikers racing on a track with  many houses in the background.,0,0
395633,706939,A red and black boat floating on top of water.,0,0
395633,707257,A red boat floating in front of a city scape.,0,0
395633,707521,a big boat on a river with a cityscape in the background ,0,0
395633,710347,A boat that is sitting in the water.,0,0
395633,710437,There is a large ship in the middle of the ocean. ,0,0
100723,462022,A large group of people standing in the street.,0,0
100723,462724,Many people march together protesting and holding signs.,0,0
100723,463168,a protest showing people to stop murder on the road,0,0
100723,464218,Crown marching in one direction in a lightly attended protest.,0,0
100723,822215,Several people expressing their right to protest violence,0,0
510329,709476,A tourist unfolds an umbrella near ancient ruins.,0,0
510329,709695,Adults standing on carved stone display overlooking large city.,0,0
510329,711870,A man and woman that are standing next to rocks.,1,1
510329,712671,A couple of men holding a black umbrella.,0,1
510329,713967,Two men on old architecture pull out umbrella and securing their belongings.,0,1
190841,462572,A man on a skateboard jumps over a ramp.,0,1
190841,467399,a person jumping a skate board into the air,0,0
190841,468017,A skateboarder jumping off a small ramp places on the street.,0,0
190841,470426,A man in black shirt doing a trick on a skateboard.,0,1
190841,823630,A man attempts a trick after riding off of a low ramp.,0,1
190841,823633,A man attempts a trick after riding off of a low ramp.,0,1
35197,366980,A person on a skateboard rides down a ramp.,0,0
35197,367262,Black and white photograph of person on a skateboard.,0,0
35197,368375,Person riding on edge of skateboard about to do a trick,0,0
35197,369869,A man is standing on a skateboard at a skate park.,0,1
35197,372032,A black and white photograph of a person wearing DC shoes on a skateboard in the sun. ,0,0
2431,341855,A plate on a wooden table full of bread.,0,0
2431,348170,"A table with a plate, wine-filled glass, and bread, among other items",0,0
2431,350324,a tray of food on a wooden table,0,0
2431,350465,A meal of burnt toast slices with condiments on the side.,0,0
2431,352259,A tray of food on the top of a table.,0,0
338304,385194,A bunch of sheep make their way through the crowded city street.,0,0
338304,386565,A herd of sheep that are walking through a large group of people.,0,0
338304,386967,A herd of sheep traveling down a city street.,0,0
338304,387966,sheep running through town all together in a crowd,0,0
338304,389193,On a narrow street people are taking pictures of sheep.,0,0
190853,22525,A half eaten banana being held by a human hand.,0,0
190853,23533,A opened peeld banana half way eatened. ,0,0
190853,24277,A partially eaten and peeled banana being held by someone.,0,0
190853,27433,A woman's hand holding a half peeled banana with a large bite out of it,0,0
190853,31603,Someone holding a half eaten banana in their hand.,0,0
526728,700380,A man and a woman on a sidewalk standing in front of several suitcases. ,1,1
526728,705432,A couple standing outside of a restaurant on a sidewalk.,0,0
526728,706077,Two people stand with their luggage in front of a building.,0,0
526728,709875,Two people smile while posing behind luggage suitcases on the sidewalk. ,0,0
526728,716319,A man and a woman are standing behind some suitcases.,1,1
297353,554131,A man standing on a purple bed playing an electric guitar,0,1
297353,556099,A MAN STANDING ON A BED PLAYING A GUITAR,0,0
297353,556303,The man is standing on a bed playing guitar.,0,1
297353,557143,a man standing on the bed while playing a guitar,0,1
297353,558064,A guy with a nice guitar standing on a bed.,0,1
453001,600478,A woman watching another woman walk with a suitcase on wheels.  ,1,0
453001,601384,a girl watching another girl trip while pulling her suitcase,1,0
453001,602101,A woman carrying a suit case and losing her balance.,1,0
453001,603085,A girl is having a hard time pulling a suit case.,1,0
453001,609829,A young beautiful woman in a short jean skirt.,1,0
84362,621355,A young child and cat in a living room.,0,0
84362,623947,A toddler and cat are in a living room with open curtains.,0,0
84362,624790,a cat laying on top of a striped chair ,0,0
84362,627943,A young boy walking through a living room towards  a cat.,0,1
84362,629200,A young boy playing in a living room with a large window.,0,1
436617,478143,THERE IS A GROUP OF PEOPLE SITTING AT A TABLE ,0,0
436617,483372,a group of people sitting at a long dining table in a restaurant,0,0
436617,486645,A bunch of people sitting at a table having a discussion. ,0,0
436617,487104,A large group of people at a table.,0,0
436617,488148,A group of people sitting around a table having a meal.,0,0
199055,617820,A person on skateboard skating on the pavement.,0,0
199055,620133,A man on a skateboard is using his phone.,0,1
199055,621225,A man wearing sunglasses getting ready to ride a skate board.,0,1
199055,621948,A man skateboards on a skateboard in a concrete area,0,1
199055,622803,"A man seems to be disguised as Marty McFly here, from Back to the Future. ",0,1
18837,710663,A green utility truck is parked on a street while a man climbs inside.,0,1
18837,712553,some people sitting on top of a green truck as another man tries to get in it ,0,1
18837,713618,A large truck on a city street with two works sitting on top and one worker climbing in through door.,0,0
18837,717410,a man is sitting on top of a green truck,0,1
18837,721721,a truck with an open door and two people sitting on top,0,0
240023,37173,A tennis player using his shirt to dry his face during a tournament game.,0,0
240023,38085,A man wiping his brow while bouncing a tennis ball.,0,1
240023,39477,A tennis player dribbling the ball with  his tennis racket while wiping his face with his shirt.,0,0
240023,40812,a tennis player with a blue shirt playing tennis,0,0
240023,41748,An athlete wiping sweat from his brow with his shirt.,0,0
502168,347842,a fleet of naval ships in the ocean,0,0
502168,347866,A group of men on aircraft carrier with other boats in the distance.,0,1
502168,348091,A large ship floating in the ocean next to other ships.,0,0
502168,351808,Several men on a boat looking over the side.,0,1
502168,352627,The men wear hardhats as they work on the aircraft carrier.,0,1
51610,510711,A young girl watches a laptop on a bed. ,1,0
51610,545244,A little girl sitting in front of a laptop computer.,1,0
51610,549234,A little child sitting in front of a laptop watching whats is on the screen.,0,0
51610,549990,A little girl sitting on a bed looking at a laptop ,1,0
51610,553938,A laptop on the table and a baby looking at it,0,0
428454,406,A Man skis using a sail in open snow-packed field.,0,0
428454,2341,A man on a snowboard para sailing in the snow.,0,1
428454,2818,A man on a snowboard using a parachute.,0,1
428454,12052,A guy standing on a snowboard in the snow.,0,1
428454,13447,A man is on a snow board with a kite.,0,1
2473,182542,A man flying through the air while riding skis.,0,1
2473,191017,A skier is jumping while other skiers watch.,0,0
2473,192634,a person on skis is doing a twist during a jump,0,0
2473,192829,A person in skis flies in the air from doing a trick.,0,0
2473,194404,a snow skier is doing an aerial trick,0,0
43435,797230,"Two surfers catching two different waves, one after the other.",0,0
43435,797401,Two people are riding on surfboards in the ocean.,0,0
43435,801142,Surfers ride towering waves on the open ocean.,0,0
43435,802567,Two men ride surfboards through the crashing waves.,0,1
